provisional_work_key,representative_title,catalog_ids,missing_or_conflicting_roles,current_values,candidate_companies,best_confidence,conflict_reason,catalog_entry_count,company_game_impact,source_urls,recommended_next_research,priority
rocket league,Rocket League [Collector's Edition],ps4-rocket-league-collector%27s-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),505 Games [505-games] | Psyonix [psyonix],HIGH,MISSING_PHYSICAL_PUBLISHER,3,505-games:85 | psyonix:4,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/29479 | https://store.playstation.com/es-es/product/EP2002-CUSA01433_00-ROCKETLEAGUEEU01 | https://store.steampowered.com/app/252950 | https://www.pricecharting.com/game/pal-playstation-4/rocket-league-collector%27s-edition | https://www.wikidata.org/wiki/Q20031743,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
rolling gunner overpower,Rolling Gunner + Overpower,ps4-rolling-gunner-&#43;-overpower,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Mebius [mebius] | Strictly Limited Games [strictly-limited-games],MEDIUM,MISSING_BOTH_CORE_ROLES,2,mebius:1 | strictly-limited-games:62,https://www.pricecharting.com/game/pal-playstation-4/rolling-gunner-+-overpower,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
rolling gunner overpower,Rolling Gunner + Overpower [Collector's Edition],ps4-rolling-gunner-&#43;-overpower-collector%27s-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Mebius [mebius] | Strictly Limited Games [strictly-limited-games],MEDIUM,MISSING_BOTH_CORE_ROLES,2,mebius:1 | strictly-limited-games:62,https://www.pricecharting.com/game/pal-playstation-4/rolling-gunner-+-overpower-collector%27s-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
root letter last answer,Root Letter Last Answer,ps4-root-letter-last-answer,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Dragami Games [dragami-games] | Kadokawa Games [kadokawa-games],MEDIUM,MISSING_BOTH_CORE_ROLES,2,dragami-games:2 | kadokawa-games:23,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/1056510 | https://www.pricecharting.com/game/pal-playstation-4/root-letter-last-answer,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
root letter last answer,Root Letter: Last Answer [Day One Edition],ps4-root-letter-last-answer-day-one-edition,developer | physical_publisher,developer=Kadokawa; physical_publisher=PQube,Dragami Games [dragami-games] | Kadokawa Corporation [kadokawa] | Kadokawa Games [kadokawa-games] | PQube Ltd. [pqube],HIGH,IDENTIFIER_OR_TITLE_CONFLICT,2,dragami-games:2 | kadokawa-games:23 | kadokawa:7 | pqube:90,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.playstation.com/es-es/product/EP4293-CUSA15629_00-PKG000000000GAME | https://store.steampowered.com/app/1056510 | https://www.pricecharting.com/game/pal-playstation-4/root-letter-last-answer-day-one-edition,Resolver primero el identificador y el título exactos de esta ficha.,3
rpg maker mv,RPG Maker MV,ps4-rpg-maker-mv,developer | physical_publisher,developer=Kadokawa Corporation; physical_publisher=(empty),Gotcha Gotcha Games Inc [gotcha-gotcha-games-inc] | Kadokawa Corporation [kadokawa] | Kadokawa Games [kadokawa-games] | Yoji Ojima [unresolved],HIGH,MISSING_PHYSICAL_PUBLISHER,2,gotcha-gotcha-games-inc:2 | kadokawa-games:23 | kadokawa:7,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/473834 | https://store.steampowered.com/app/363890 | https://www.pricecharting.com/game/pal-playstation-4/rpg-maker-mv,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
rpg maker mv,RPG Maker MV [Limited Edition],ps4-rpg-maker-mv-limited-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Gotcha Gotcha Games Inc [gotcha-gotcha-games-inc] | Kadokawa Corporation [kadokawa] | Kadokawa Games [kadokawa-games] | Yoji Ojima [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES,2,gotcha-gotcha-games-inc:2 | kadokawa-games:23 | kadokawa:7,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/473834 | https://store.steampowered.com/app/363890 | https://www.pricecharting.com/game/pal-playstation-4/rpg-maker-mv-limited-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
rugby 15,Rugby 15,ps4-rugby-15,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Bigben Interactive [unresolved] | HB Studios [hb-studios],MEDIUM,MISSING_BOTH_CORE_ROLES,1,hb-studios:13,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.playstation.com/es-es/product/EP4008-CUSA01006_00-RUGBY15DISCDIGIT | https://www.pricecharting.com/game/pal-playstation-4/rugby-15 | https://www.wikidata.org/wiki/Q18155146,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
rugby challenge 3,Rugby Challenge 3,ps4-rugby-challenge-3,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Tru Blu Entertainment [tru-blu-entertainment] | Wicked Witch Software [wicked-witch-software],MEDIUM,MISSING_BOTH_CORE_ROLES,1,tru-blu-entertainment:11 | wicked-witch-software:3,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.playstation.com/es-es/product/EP4116-CUSA02601_00-RC30000000000000 | https://www.pricecharting.com/game/pal-playstation-4/rugby-challenge-3 | https://www.wikidata.org/wiki/Q20860329,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
rugby world cup 2015,Rugby World Cup 2015,ps4-rugby-world-cup-2015,developer | physical_publisher,developer=(empty); physical_publisher=(empty),HB Studios [hb-studios],LOW,MISSING_BOTH_CORE_ROLES,1,hb-studios:13,https://store.playstation.com/es-es/product/EP4008-CUSA02187_00-RUGBY15DISCDIGIT | https://www.pricecharting.com/game/pal-playstation-4/rugby-world-cup-2015 | https://www.wikidata.org/wiki/Q20967688,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
sackboy a big adventure,Sackboy: A Big Adventure,ps4-sackboy-a-big-adventure,developer | physical_publisher,developer=Sumo Digital; physical_publisher=PlayStation Studios,SIEE [unresolved] | SUMO Digital [sumo-digital] | Sony Interactive Entertainment [sony-interactive-entertainment],HIGH,COMPANY_ENTITY_UNRESOLVED,2,sony-interactive-entertainment:424 | sumo-digital:26,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/208583 | https://store.playstation.com/es-es/product/EP9000-CUSA06313_00-SACKBOYADVENTURE | https://store.steampowered.com/app/1599660 | https://www.pricecharting.com/game/pal-playstation-4/sackboy-a-big-adventure | https://www.wikidata.org/wiki/Q96215907,Resolver el nombre contra una entidad existente; no crear ni fusionar automáticamente.,3
sackboy a big adventure,Sackboy: A Big Adventure [Special Edition],ps4-sackboy-a-big-adventure-special-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),PlayStation Studios [playstation-studios] | SUMO Digital [sumo-digital] | Sony Interactive Entertainment [sony-interactive-entertainment],HIGH,MISSING_PHYSICAL_PUBLISHER,2,playstation-studios:6 | sony-interactive-entertainment:424 | sumo-digital:26,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/208583 | https://store.playstation.com/es-es/product/EP9000-CUSA06313_00-SACKBOYADVENTURE | https://store.steampowered.com/app/1599660 | https://www.pricecharting.com/game/pal-playstation-4/sackboy-a-big-adventure-special-edition | https://www.wikidata.org/wiki/Q96215907,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
saints row,Saints Row [Criminal Customs Edition],ps4-saints-row-criminal-customs-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),High Voltage Software [high-voltage-software] | Volition [volition],MEDIUM,MISSING_BOTH_CORE_ROLES,3,high-voltage-software:47 | volition:16,https://store.playstation.com/es-es/product/EP4062-CUSA26457_00-SAINTSROW00PS4EU | https://store.steampowered.com/app/742420 | https://www.pricecharting.com/game/pal-playstation-4/saints-row-criminal-customs-edition | https://www.wikidata.org/wiki/Q683841,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
saints row,Saints Row [Day One Edition],ps4-saints-row-day-one-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),High Voltage Software [high-voltage-software] | Volition [volition],MEDIUM,MISSING_BOTH_CORE_ROLES,3,high-voltage-software:47 | volition:16,https://store.playstation.com/es-es/product/EP4062-CUSA26457_00-SAINTSROW00PS4EU | https://store.steampowered.com/app/742420 | https://www.pricecharting.com/game/pal-playstation-4/saints-row-day-one-edition | https://www.wikidata.org/wiki/Q683841,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
saints row,Saints Row [Notorious Edition],ps4-saints-row-notorious-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Volition [volition],MEDIUM,MISSING_BOTH_CORE_ROLES,3,volition:16,https://store.playstation.com/es-es/product/EP4062-CUSA26457_00-SAINTSROW00PS4EU | https://store.steampowered.com/app/742420 | https://www.pricecharting.com/game/pal-playstation-4/saints-row-notorious-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
saints row gat out of hell,Saints Row Gat Out of Hell,ps4-saints-row-gat-out-of-hell,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Deep SIlver [deep-silver] | Deep Silver Volition LLC [unresolved] | High Voltage Software Inc High Voltage [unresolved] | High Voltage Software [high-voltage-software] | Volition [volition],VERY_HIGH,MISSING_BOTH_CORE_ROLES,1,deep-silver:103 | high-voltage-software:47 | volition:16,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/34505 | https://store.playstation.com/es-es/product/EP4062-CUSA00939_00-DIGISAINTSROWGAT | https://store.steampowered.com/app/301910 | https://www.pricecharting.com/game/pal-playstation-4/saints-row-gat-out-of-hell | https://www.wikidata.org/wiki/Q17911588,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
saints row iv re elected and gat out of hell,Saints Row IV: Re-Elected & Gat Out Of Hell [First Edition],ps4-saints-row-iv-re-elected-&amp;-gat-out-of-hell-first-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Volition [volition],LOW,MISSING_BOTH_CORE_ROLES,1,volition:16,https://gamesdb.launchbox-app.com/games/details/25103 | https://www.pricecharting.com/game/pal-playstation-4/saints-row-iv-re-elected-&-gat-out-of-hell-first-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
saints row the third remastered,Saints Row: The Third [Remastered],ps4-saints-row-the-third-remastered,developer | physical_publisher,developer=Volition; physical_publisher=Deep Silver,Deep SIlver [deep-silver] | Deep Silver Volition LLC [unresolved] | Sperasoft Inc [unresolved] | Volition [volition],VERY_HIGH,COMPANY_ENTITY_UNRESOLVED,1,deep-silver:103 | volition:16,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.playstation.com/es-es/product/EP4062-CUSA14350_00-SRTTRDRDXGAME001 | https://store.steampowered.com/app/978300 | https://www.pricecharting.com/game/pal-playstation-4/saints-row-the-third-remastered,Resolver el nombre contra una entidad existente; no crear ni fusionar automáticamente.,3
sakuna of rice and ruin,Sakuna of Rice and Ruin,ps4-sakuna-of-rice-and-ruin,developer | physical_publisher,developer=Edelweiss; physical_publisher=Marvelous!,Edelweiss [edelweiss] | Marvelous! [unresolved] | XSEED Games [xseed-games],HIGH,COMPANY_ENTITY_UNRESOLVED,2,edelweiss:3 | xseed-games:18,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/473775 | https://store.playstation.com/es-es/product/EP4492-CUSA17052_00-SAKUNA0000000000 | https://store.steampowered.com/app/1356670 | https://www.pricecharting.com/game/pal-playstation-4/sakuna-of-rice-and-ruin | https://www.wikidata.org/wiki/Q97590136,Resolver el nombre contra una entidad existente; no crear ni fusionar automáticamente.,3
sakuna of rice and ruin,Sakuna of Rice and Ruin [Golden Harvest Edition],ps4-sakuna-of-rice-and-ruin-golden-harvest-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Edelweiss [edelweiss] | Marvelous [unresolved] | XSEED Games [xseed-games],HIGH,MISSING_PHYSICAL_PUBLISHER,2,edelweiss:3 | xseed-games:18,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/473775 | https://store.playstation.com/es-es/product/EP4492-CUSA17052_00-SAKUNA0000000000 | https://store.steampowered.com/app/1356670 | https://www.pricecharting.com/game/pal-playstation-4/sakuna-of-rice-and-ruin-golden-harvest-edition | https://www.wikidata.org/wiki/Q97590136,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
samurai shodown,Samurai Shodown [Pix'N Love Edition],ps4-samurai-shodown-pix%27n-love-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Athlon Games [unresolved] | SNK Corporation [snk] | Safari Games [unresolved],HIGH,MISSING_PHYSICAL_PUBLISHER,2,snk:580,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/193210 | https://store.playstation.com/es-es/product/EP5722-CUSA15963_00-SAMURAISPIRITSEE | https://store.steampowered.com/app/1342260 | https://www.pricecharting.com/game/pal-playstation-4/samurai-shodown-pix%27n-love-edition | https://www.wikidata.org/wiki/Q60743293,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
samurai shodown neogeo collection,Samurai Shodown NeoGeo Collection,ps4-samurai-shodown-neogeo-collection,physical_publisher,developer=SNK; physical_publisher=Pix 'n Love,Pix 'n Love [unresolved] | SNK Corporation [snk],HIGH,MULTI_PRODUCT_REVIEW,2,snk:580,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.playstation.com/es-es/product/EP0576-CUSA17051_00-SAMUSHOCOLLEUS00 | https://www.pricecharting.com/game/pal-playstation-4/samurai-shodown-neogeo-collection,Separar los componentes del producto antes de asignar créditos singulares.,3
samurai shodown neogeo collection,Samurai Shodown NeoGeo Collection [Collector's Edition],ps4-samurai-shodown-neogeo-collection-collector%27s-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Digital Eclipse Entertainment Partners [unresolved] | Digital Eclipse [digital-eclipse] | Pix ‘N Love [unresolved] | SNK Corporation [snk],HIGH,MISSING_PHYSICAL_PUBLISHER,2,digital-eclipse:41 | snk:580,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/207780 | https://store.playstation.com/es-es/product/EP0576-CUSA17051_00-SAMUSHOCOLLEUS00 | https://store.steampowered.com/app/999660 | https://www.pricecharting.com/game/pal-playstation-4/samurai-shodown-neogeo-collection-collector%27s-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
samurai warriors 4,Samurai Warriors 4,ps4-samurai-warriors-4,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Koei Tecmo Holdings [koei-tecmo-holdings] | Koei Tecmo [koei-tecmo] | Omega Force [omega-force],MEDIUM,MISSING_BOTH_CORE_ROLES,2,koei-tecmo-holdings:1 | koei-tecmo:80 | omega-force:83,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/23882 | https://store.playstation.com/es-es/product/EP4108-CUSA00783_00-HGEXEC0000000000 | https://www.pricecharting.com/game/pal-playstation-4/samurai-warriors-4 | https://www.wikidata.org/wiki/Q15041081,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,3
